,Unnamed: 0,POSTCODE,SCHOOL_TYPE,SCHOOLNAME,WEBSITE,LATITUDE,LONGITUDE,FY2016,FY2017,FY2018,FY2019,FY2020,FY2021,FY2022,normalized_postcode
2131,2131,DG11 1BT,Primary school,St Mungo School,https://blogs.glowscotland.org.uk/dg/StMungoPrimarySchool/,55.082572,-3.344536,,,,,,,,DG111BT
2132,2132,G40 2RA,Highschool,St Mungo's Academy,http://www.st-mungosacademy.glasgow.sch.uk,55.854043,-4.220613,338,321,231,211,268,290,236,G402RA
2133,2133,G4 0PX,Primary school,St Mungo's Primary School & Nursery Class,https://www.glasgow.gov.uk/index.aspx?articleid=18043,55.864962,-4.238465,,,,,,,,G40PX
2134,2134,FK2 7JT,Highschool,St Mungo's RC High School,http://www.stmungoshighschool.co.uk/,56.006831,-3.792484,131,68,77,111,90,120,56,FK27JT
2135,2135,FK10 1DN,Primary school,St Mungo's RC Primary School,https://blogs.glowscotland.org.uk/cl/stmungosrcps/,56.11035,-3.780102,,,,,,,,FK101DN
2136,2136,PA23 8DB,Primary school,St Mun's Primary School,http://www.st-muns.argyll-bute.sch.uk,55.952839,-4.927169,,,,,,,,PA238DB
2137,2137,EH52 5RH,Primary school,St Nicholas Primary School,http://www.stnicholasprimary.westlothian.org.uk,55.930646,-3.483479,,,,,,,,EH525RH
2138,2138,G61 4QL,Primary school,St Nicholas' Primary School,http://www.st-nicholas.e-dunbarton.sch.uk/,55.926338,-4.350695,,,,,,,,G614QL
2139,2139,PH1 5RW,Primary school,St Ninian's Episcopal Primary School,http://www.stniniansprimaryperth.org.uk/,56.400589,-3.437684,,,,,,,,PH15RW
2140,2140,G66 1DT,Highschool,St Ninian's High School,http://www.st-ninians.e-dunbarton.sch.uk,55.936239,-4.162632,"{""St Ninian's High School"": '84'}","{""St Ninian's High School"": '82'}","{""St Ninian's High School"": '25'}","{""St Ninian's High School"": '48'}","{""St Ninian's High School"": '48'}","{""St Ninian's High School"": 82}","{""St Ninian's High School"": '37'}",G661DT
2141,2141,G46 6UX,Highschool,St Ninian's High School,http://www.ea.e-renfrew.sch.uk/stninians/,55.79933,-4.302045,"{""St Ninian's High School"": '84'}","{""St Ninian's High School"": '82'}","{""St Ninian's High School"": '25'}","{""St Ninian's High School"": '48'}","{""St Ninian's High School"": '48'}","{""St Ninian's High School"": 82}","{""St Ninian's High School"": '37'}",G466UX
2142,2142,EH54 6JH,Primary school,St Ninian's Primary School,http://www.stniniansprimary.westlothian.org.uk,55.882078,-3.499824,,,,,,,,EH546JH
2143,2143,FK7 9HN,Primary school,St Ninian's Primary School,https://blogs.glowscotland.org.uk/st/stniniansprimary/,56.103942,-3.944539,,,,,,,,FK79HN
2144,2144,KA9 1EY,Primary school,St Ninian's Primary School,http://www.stninians.sayr.sch.uk/,55.499919,-4.596903,,,,,,,,KA91EY
2145,2145,G13 2AB,Primary school,St Ninian's Primary School,http://www.st-ninians-pri.glasgow.sch.uk,55.901272,-4.351178,,,,,,,,G132AB
2146,2146,ML3 9TS,Primary school,St Ninian's Primary School,http://www.stninianshamilton.btck.co.uk/,55.775457,-4.081564,,,,,,,,ML39TS
2147,2147,PA19 1SL,Primary school,St Ninian's Primary School,http://st-ninians.inverclyde.sch.uk/,55.950781,-4.822048,,,,,,,,PA191SL
2148,2148,KY5 0JJ,Primary school,St Ninian's R C Primary School,http://www.fifedirect.org.uk/stniniansrcps,56.148671,-3.256187,,,,,,,,KY50JJ
2149,2149,DD2 4HB,Primary school,St Ninian's RC Primary School,https://www.dundeecity.gov.uk/service-area/children-and-families-service/education/st-ninians-rc-primary-school,56.467355,-3.034656,,,,,,,,DD24HB
2150,2150,EH7 6JA,Primary school,St Ninian's RC Primary School,http://www.st-ninians.btik.com/,55.960705,-3.150569,,,,,,,,EH76JA
2151,2151,G45 9NJ,Primary school,St Oswald's Secondary School,http://www.st-oswalds-sec.glasgow.sch.uk/,55.802965,-4.237618,,,,,,,,G459NJ
2152,2152,KA24 5DG,Primary school,St Palladius' Primary School,https://blogs.glowscotland.org.uk/na/stpalladiusprimary/,55.706992,-4.721859,,,,,,,,KA245DG
2153,2153,KA10 6HR,Primary school,St Patrick's Primary School,http://blogs.glowscotland.org.uk/sa/stpatricksps/,55.543297,-4.660971,,,,,,,,KA106HR
2154,2154,KA18 2LA,Primary school,St Patrick's Primary School,http://www.saintpatricks.ik.org/p_About_Us.ikml,55.470644,-4.293331,,,,,,,,KA182LA
2155,2155,G82 2LQ,Primary school,St Patrick's Primary School,https://sites.google.com/ourcloud.buzz/stpatricksprimary,55.945994,-4.554671,,,,,,,,G822LQ
2156,2156,G3 8UQ,Primary school,St Patrick's Primary School,https://twitter.com/stpatrickspri?lang=en,55.861495,-4.271681,,,,,,,,G38UQ
2157,2157,ML10 6JW,Primary school,St Patrick's Primary School,http://www.st-patricks-pri.s-lanark.sch.uk,55.680153,-4.064757,,,,,,,,ML106JW
2158,2158,PA15 4HL,Primary school,St Patrick's Primary School,http://st-patricks.inverclyde.sch.uk/,55.94239,-4.768358,,,,,,,,PA154HL
2159,2159,ML5 3LG,Primary school,St Patrick's Primary School (Coatbridge),http://www.northlanarkshire.gov.uk/index.aspx?articleid=5882,55.865031,-4.017922,,,,,,,,ML53LG
2160,2160,G65 0NA,Primary school,St Patrick's Primary School (Kilsyth),http://www.northlanarkshire.gov.uk/index.aspx?articleid=5884,55.972882,-4.060189,,,,,,,,G650NA
2161,2161,ML1 4HX,Primary school,St Patrick's Primary School (New Stevenston),http://www.northlanarkshire.gov.uk/index.aspx?articleid=5883,55.810321,-3.981289,,,,,,,,ML14HX
2162,2162,ML7 4BJ,Primary school,St Patrick's Primary School (Shotts),http://www.st-patricks-shotts.n-lanark.sch.uk/,55.819723,-3.795103,,,,,,,,ML74BJ
2163,2163,KY5 9QX,Primary school,St Patrick's R C Primary School,http://www.fifedirect.org.uk/stpatricksrcps,56.132111,-3.312379,,,,,,,,KY59QX
2164,2164,FK6 6DW,Primary school,St Patrick's RC Primary School,http://www.st-patricks.falkirk.sch.uk,56.025987,-3.908174,,,,,,,,FK66DW
2165,2165,G32 7RR,Primary school,St Paul's (Shettleston) Primary School & Nursery Class,http://www.st-paulsshettleston-pri.glasgow.sch.uk/,55.845437,-4.171546,,,,,,,,G327RR
2166,2166,G14 0TF,Primary school,St Paul's (Whiteinch) Primary School,https://blogs.glowscotland.org.uk/gc/stpaulsprimarywhiteinch/,55.874793,-4.342767,,,,,,,,G140TF
2167,2167,G53 5HW,Highschool,St Paul's High School,http://www.st-paulshigh.glasgow.sch.uk/,55.824408,-4.337613,339,318,317,324,336,289,300,G535HW
2168,2168,EH53 0ES,Primary school,St Paul's Primary School,http://www.stpaulsprimary.westlothian.org.uk,55.895994,-3.456685,,,,,,,,EH530ES
2169,2169,ML3 0PX,Primary school,St Paul's Primary School,http://www.stpaulshamilton.ik.org/,55.788615,-4.062807,,,,,,,,ML30PX
2170,2170,PA2 9FA,Primary school,St Paul's Primary School,http://www.st-pauls.renfrewshire.sch.uk/,55.829761,-4.461119,,,,,,,,PA29FA
2171,2171,KY6 2AT,Primary school,St Paul's R C Primary School,http://www.fifedirect.org.uk/stpaulsrcps,56.19088,-3.183619,,,,,,,,KY62AT
2172,2172,DD3 0EH,Highschool,St Paul's RC Academy,http://st-pauls.ea.dundeecity.sch.uk/,56.486297,-2.978872,237,308,309,282,332,287,246,DD30EH
2173,2173,DD3 6QN,Primary school,St Peter & Paul RC School,http://st-peterpaul.ea.dundeecity.sch.uk/,56.473351,-2.981055,,,,,,,,DD36QN
2174,2174,G81 2DB,Highschool,St Peter the Apostle High School,http://stpetertheapostle.co.uk/,55.914777,-4.398406,189,208,236,215,242,197,270,G812DB
2175,2175,TD1 3DS,Primary school,St Peter's Primary School,http://www.st-peters.ik.org/,55.610521,-2.801632,,,,,,,,TD13DS
2176,2176,KA22 7PX,Primary school,St Peter's Primary School,https://blogs.glowscotland.org.uk/na/stpetersprimary/,55.657328,-4.811183,,,,,,,,KA227PX
2177,2177,G82 3DR,Primary school,St Peter's Primary School,http://www.scottishschools.info/saintpetersprimary/,55.957709,-4.549666,,,,,,,,G823DR
2178,2178,ML3 8LU,Primary school,St Peter's Primary School,http://www.st-peters-pri.s-lanark.sch.uk/,55.764466,-4.063922,,,,,,,,ML38LU
2179,2179,PA2 8DZ,Primary school,St Peter's Primary School,http://www.st-peters.renfrewshire.sch.uk/,55.823726,-4.435251,,,,,,,,PA28DZ
2180,2180,AB56 1QN,Primary school,St Peter's RC Primary School,https://www.st-peters.moray.sch.uk/,57.674126,-2.97531,,,,,,,,AB561QN
2181,2181,EH10 4AH,Primary school,St Peter's RC Primary School,http://www.st-peters.edin.sch.uk/,55.929381,-3.205194,,,,,,,,EH104AH
2182,2182,AB24 3UJ,Primary school,St Peter's RC School,http://www.st-peters.aberdeen.sch.uk/,57.167655,-2.097201,,,,,,,,AB243UJ
2183,2183,G33 1EA,Primary school,St Philomena's Primary School,http://www.st-philomenas-pri.glasgow.sch.uk/,55.879582,-4.192222,,,,,,,,G331EA
2184,2184,DD4 7TQ,Primary school,St Pius' RC Primary School,http://stpiusprimary.ea.dundeecity.sch.uk/,56.477357,-2.911769,,,,,,,,DD47TQ
2185,2185,G21 2BS,Primary school,St Roch's Primary School,https://twitter.com/saintrochsps?lang=en,55.871023,-4.222414,,,,,,,,G212BS
2186,2186,G21 2NF,Highschool,St Roch's Secondary School,http://www.st-rochs-sec.glasgow.sch.uk/,55.868738,-4.231458,270,294,257,315,307,251,267,G212NF
2187,2187,EH44 6PB,Primary school,St Ronan's Primary School,https://st-ronans.org.uk.org.uk,55.622344,-3.053707,,,,,,,,EH446PB
2188,2188,G83 9DZ,Primary school,St Ronan's Primary School,https://sites.google.com/ourcloud.buzz/stronansprimary,55.979111,-4.565143,,,,,,,,G839DZ
2189,2189,G33 5QS,Primary school,St Rose Of Lima Primary School,https://blogs.glowscotland.org.uk/glowblogs/saintroseoflima/,55.872566,-4.158002,,,,,,,,G335QS
2190,2190,G51 2AQ,Primary school,St Saviour's Primary School,http://www.st-saviours-pri.glasgow.sch.uk,55.860756,-4.305629,,,,,,,,G512AQ
2191,2191,FK10 2RD,Primary school,St Serf's Primary School,https://blogs.glowscotland.org.uk/cl/stserfs/,56.137965,-3.838318,,,,,,,,FK102RD
2192,2192,ML6 6QU,Primary school,St Serf's Primary School,http://www.northlanarkshire.gov.uk/index.aspx?articleid=5886,55.876251,-3.971602,,,,,,,,ML66QU
2193,2193,KY12 8SE,Primary school,St Serf's R C Primary School,http://www.fifedirect.org.uk/atoz/index.cfm?fuseaction=facility.display&FacId=45477682-CA51-436D-B49C9AE9FF391D10,56.062829,-3.60473,,,,,,,,KY128SE
2194,2194,KA4 8BN,Primary school,St Sophia's Primary School,https://blogs.glowscotland.org.uk/ea/saintsophiaspsmain/welcome/,55.599179,-4.391419,,,,,,,,KA48BN
2195,2195,PA14 6PP,Highschool,St Stephen's High School,http://st-stephens.inverclyde.sch.uk/,55.920047,-4.653595,245,273,290,273,199,296,251,PA146PP
2196,2196,G81 3LE,Primary school,St Stephen's Primary School,https://sites.google.com/ourcloud.buzz/st-stephens-primary-school-web,55.910742,-4.419023,,,,,,,,G813LE
2197,2197,ML5 4QH,Primary school,St Stephen's Primary School,http://www.northlanarkshire.gov.uk/index.aspx?articleid=5887,55.854975,-3.99973,,,,,,,,ML54QH
2198,2198,PH10 6UZ,Primary school,St Stephen's RC Primary School,http://www.ststephens-primary-blairgowrie.org.uk,56.580287,-3.342866,,,,,,,,PH106UZ
2199,2199,IV30 1DA,Primary school,St Sylvester's RC Primary School,https://twitter.com/stsylvesters1?lang=en,57.646663,-3.309786,,,,,,,,IV301DA
2200,2200,G22 5AX,Primary school,St Teresa's Primary School,http://www.st-teresas-pri.glasgow.sch.uk,55.881025,-4.249639,,,,,,,,G225AX
2201,2201,ML1 5AY,Primary school,St Teresa's Primary School,http://www.northlanarkshire.gov.uk/index.aspx?articleid=5888,55.811241,-3.953024,,,,,,,,ML15AY
2202,2202,DG2 0DY,Primary school,St Teresa's RC School,https://www.dumgal.gov.uk/media/17798/Handbook-St-Teresa-s-RC-Primary-School/pdf/Updated_2018-2019_Handbook.pdf?m=636800354820530000,55.078492,-3.628599,,,,,,,,DG20DY
2203,2203,G14 9PP,Highschool,St Thomas Aquinas Secondary School,https://blogs.glowscotland.org.uk/gc/stthomasaquinassecondaryschoolglasgow/,55.880887,-4.335171,155,96,42,139,114,134,52,G149PP
2204,2204,EH3 9NH,Highschool,St Thomas Of Aquin's High School,http://www.st-thomas-of-aquins.org.uk/,55.943606,-3.197695,38,100,20,44,22,27,32,EH39NH
2205,2205,EH55 8PG,Primary school,St Thomas' Primary School,http://www.stthomasprimary.westlothian.org.uk,55.844742,-3.617906,,,,,,,,EH558PG
2206,2206,G33 2QJ,Primary school,St Thomas' Primary School,http://www.st-thomas-pri.glasgow.sch.uk/,55.866847,-4.191201,,,,,,,,G332QJ
2207,2207,ML2 0HY,Primary school,St Thomas' Primary School,http://www.st-thomas.n-lanark.sch.uk/,55.769045,-3.929901,,,,,,,,ML20HY
2208,2208,G78 3ET,Primary school,St Thomas' Primary School,http://www.ea.e-renfrew.sch.uk/st-thomas,55.78542,-4.427085,,,,,,,,G783ET
2209,2209,AB55 5AL,Primary school,St Thomas RC Primary School,https://stthomasrcprimary.wordpress.com/st-thomas-1/,57.538937,-2.953707,,,,,,,,AB555AL
2210,2210,DD11 5FE,Primary school,St Thomas' RC Primary School,http://www.st-thomas.angus.sch.uk,56.564145,-2.574771,,,,,,,,DD115FE
2211,2211,ML5 5EA,Primary school,St Timothy's Primary School,http://www.st-timothys.n-lanark.sch.uk/,55.848483,-4.032272,,,,,,,,ML55EA
2212,2212,G32 6SL,Primary school,St Timothy's Primary School & Nursery Class,http://www.st-timothys-pri.glasgow.sch.uk/,55.858417,-4.172462,,,,,,,,G326SL
2213,2213,G46 8EQ,Primary school,St Vincent's Primary School,https://blogs.glowscotland.org.uk/gc/stvincentsprimary/,55.810333,-4.324847,,,,,,,,G468EQ
2214,2214,G75 9DG,Primary school,St Vincent's Primary School,http://www.st-vincents-pri.s-lanark.sch.uk,55.742402,-4.203033,,,,,,,,G759DG
2215,2215,KA13 6JX,Primary school,St Winning's Primary School,https://blogs.glowscotland.org.uk/na/stwinningsprimary/,55.653069,-4.707653,,,,,,,,KA136JX
2216,2216,KA6 7LY,Primary school,St Xavier's Primary School,https://www.east-ayrshire.gov.uk/EducationAndLearning/Schools/Schoollistings-Primary.aspx,55.361361,-4.501724,,,,,,,,KA67LY
2217,2217,IV51 9JS,Primary school,Staffin Primary School,https://www.facebook.com/pages/Staffin-Primary-School/916513578466361,57.625779,-6.210075,,,,,,,,IV519JS
2218,2218,ML7 5JJ,Primary school,Stane Primary School,http://www.northlanarkshire.gov.uk/index.aspx?articleid=5891,55.816727,-3.784255,,,,,,,,ML75JJ
2219,2219,PH1 4LT,Primary school,Stanley Primary School,http://www.stanley.pkc.sch.uk/,56.480059,-3.450349,,,,,,,,PH14LT
2220,2220,KA22 7DH,Primary school,Stanley Primary School,https://blogs.glowscotland.org.uk/na/stanleyprimary/school-information/staff-list/,55.652223,-4.809593,,,,,,,,KA227DH
2221,2221,ML11 7RR,Primary school,Stanmore House School,http://www.capability-scotland.org.uk/,55.684245,-3.751986,,,,,,,,ML117RR
2222,2222,KY7 6LB,Primary school,Star Primary School,http://www.fifedirect.org.uk/atoz/index.cfm?fuseaction=facility.display&FacId=C84114E3-831E-4487-BCAD466AF1159967,56.217607,-3.109395,,,,,,,,KY76LB
2223,2223,EH11 3HH,Primary school,Stenhouse Primary School,http://www.stenhouseprimary.co.uk/,55.930843,-3.262797,,,,,,,,EH113HH
2224,2224,FK5 4QP,Primary school,Stenhousemuir Primary School,http://www.stenhousemuir.falkirk.sch.uk,56.027289,-3.819686,,,,,,,,FK54QP
2225,2225,KW16 3LB,Primary school,Stenness Community School,http://www.stenness.orkney.sch.uk/,58.985657,-3.208234,,,,,,,,KW163LB
2226,2226,EH42 1TE,Primary school,Stenton Primary School,http://edubuzz.org/blogs/stenton/,55.957551,-2.609693,,,,,,,,EH421TE
2227,2227,G33 6FH,Primary school,Stepps Primary School,http://www.stepps.n-lanark.sch.uk/,55.893869,-4.140777,,,,,,,,G336FH
2228,2228,KA3 5QF,Highschool,Stewarton Academy,https://blogs.glowscotland.org.uk/ea/stewartonacademysite2016/,55.682871,-4.501208,108,63,105,198,190,177,104,KA35QF
2229,2229,TD9 7QP,Primary school,Stirches Primary School,https://www.scotborders.gov.uk/directory_record/20150/stirches_primary_school,55.43383,-2.790225,,,,,,,,TD97QP
2230,2230,FK8 2PA,Highschool,Stirling High School,http://www.stirlinghigh.co.uk/,56.104909,-3.945968,97,115,126,93,85,166,64,FK82PA
2231,2231,FK7 7EJ,Primary school,Stirling Inclusion Support Service (Primary),http://sebnsupportservice.co.uk/,56.107597,-3.873214,,,,,,,,FK77EJ
2232,2232,FK7 0LL,Primary school,Stirling Inclusion Support Service (Secondary),http://sebnsupportservice.co.uk/,56.092032,-3.934396,,,,,,,,FK70LL
2233,2233,EH23 4DT,Primary school,Stobhill Primary School,http://stobhill.mgfl.net/,55.844924,-3.042013,,,,,,,,EH234DT
2234,2234,EH3 5BA,Primary school,Stockbridge Primary School,https://stockbridgeprimaryschool.wordpress.com/contact-us/,55.95937,-3.207472,,,,,,,,EH35BA
2235,2235,ML9 3EL,Primary school,Stonehouse Primary School,http://www.stonehouse-pri.s-lanark.sch.uk/,55.695622,-3.986235,,,,,,,,ML93EL
2236,2236,G73 3BP,Highschool,Stonelaw High School,http://www.stonelaw.s-lanark.sch.uk/,55.821029,-4.196302,202,148,279,178,106,181,149,G733BP
2237,2237,EH47 8BA,Primary school,Stoneyburn Primary School,http://www.stoneyburn.westlothian.org.uk,55.850055,-3.625565,,,,,,,,EH478BA
2238,2238,EH21 6UL,Primary school,Stoneyhill Primary School,http://edubuzz.org/stoneyhill/,55.936968,-3.071666,,,,,,,,EH216UL
2239,2239,AB21 9EL,Primary school,Stoneywood School,http://www.stoneywood.aberdeen.sch.uk/,57.182815,-2.181431,,,,,,,,AB219EL
2240,2240,HS1 2LF,Primary school,Stornoway Primary School,http://www.stornowayprimary.co.uk/,58.216116,-6.37774,,,,,,,,HS12LF
2241,2241,TD1 2SQ,Primary school,Stow Primary School,https://www.scotborders.gov.uk/directory_record/20151/stow_primary_school,55.691265,-2.866245,,,,,,,,TD12SQ
2242,2242,DD9 7QE,Primary school,Stracathro Primary School,http://www.stracathro.angus.sch.uk,56.778378,-2.633764,,,,,,,,DD97QE
2243,2243,PA27 8DQ,Primary school,Strachur Primary School,http://www.strachur.argyll-bute.sch.uk,56.161687,-5.062786,,,,,,,,PA278DQ
2244,2244,KA19 7NN,Primary school,Straiton Primary School,http://www.straiton.sayr.sch.uk,55.30877,-4.548508,,,,,,,,KA197NN
2245,2245,DG9 8BY,Highschool,Stranraer Academy,http://www.stranraeracademy.org.uk/index.html,54.90554,-5.003672,238,266,310,269,291,281,253,DG98BY
2246,2246,PA38 4BG,Primary school,Strath of Appin Primary,http://www.strathappin.argyll-bute.sch.uk,56.563584,-5.360421,,,,,,,,PA384BG
2247,2247,PA38 4BG,Primary school,Strath of Appin Primary School Gaelic Medium,http://www.strathappin.argyll-bute.sch.uk,56.563584,-5.360421,,,,,,,,PA384BG
2248,2248,KY2 5YP,Primary school,Strathallan Primary School,http://www.fifedirect.org.uk/strathallanps,56.114182,-3.19125,,,,,,,,KY25YP
2249,2249,ML10 6DP,Highschool,Strathaven Academy,http://www.strathaven.s-lanark.sch.uk/index.html,55.676442,-4.070589,41,15,22,30,32,19,26,ML106DP
2250,2250,G63 9JQ,Primary school,Strathblane Primary School,http://www.strathblaneps.com/,55.98586,-4.308985,,,,,,,,G639JQ
2251,2251,AB51 4RY,Primary school,Strathburn School,http://www.strathburn.aberdeenshire.sch.uk/,57.287138,-2.388665,,,,,,,,AB514RY
2252,2252,IV6 7QQ,Primary school,Strathconon Primary School,http://strathcononblog.edublogs.org/,57.556534,-4.827293,,,,,,,,IV67QQ
2253,2253,IV13 7YN,Primary school,Strathdearn Primary School,http://strathdearnblog.wordpress.com/,57.334565,-3.992994,,,,,,,,IV137YN
2254,2254,FK14 7AA,Primary school,Strathdevon Primary School,https://blogs.glowscotland.org.uk/cl/strathdevonprimary/,56.161615,-3.670105,,,,,,,,FK147AA
2255,2255,AB36 8UR,Primary school,Strathdon School,http://www.strathdon.aberdeenshire.sch.uk/,57.200056,-3.07923,,,,,,,,AB368UR
2256,2256,IV2 6UJ,Primary school,Stratherrick Primary School,http://stratherrickprimaryschool.edublogs.org/,57.246788,-4.426135,,,,,,,,IV26UJ
2257,2257,EH26 8EZ,Primary school,Strathesk Primary School,http://strathesk.mgfl.net/,55.835514,-3.21479,,,,,,,,EH268EZ
2258,2258,IV23 2PR,Primary school,Strathgarve Primary School,http://strathgarveblog.edublogs.org/,57.614095,-4.685707,,,,,,,,IV232PR
2259,2259,KY16 9XR,Primary school,Strathkinness Primary School,http://www.fifedirect.org.uk/strathkinnessps,56.335901,-2.876156,,,,,,,,KY169XR
2260,2260,DD3 0PH,Primary school,Strathmartine Primary School,http://www.strathmartine.angus.sch.uk/,56.50643,-3.012633,,,,,,,,DD30PH
2261,2261,KY14 7PT,Primary school,Strathmiglo Primary School,http://www.fifedirect.org.uk/atoz/index.cfm?fuseaction=facility.display&FacId=9466C38C-8C74-44F1-9396CE8DAC91410E,56.277138,-3.273994,,,,,,,,KY147PT
2262,2262,DD8 1LE,Primary school,Strathmore Primary School,https://www.strathmoreschool.co.uk/,56.641021,-2.887198,,,,,,,,DD81LE
2263,2263,IV14 9AG,Primary school,Strathpeffer Primary School,https://strathpefferps.wordpress.com/,57.585933,-4.543684,,,,,,,,IV149AG
2264,2264,FK18 8NQ,Primary school,Strathyre Primary School,https://blogs.glowscotland.org.uk/st/strathyreprimaryschool/,56.324367,-4.333027,,,,,,,,FK188NQ
2265,2265,AB43 6SX,Primary school,Strichen School,http://www.strichen.aberdeenshire.sch.uk/,57.586509,-2.087065,,,,,,,,AB436SX
