,Unnamed: 0,POSTCODE,SCHOOL_TYPE,SCHOOLNAME,WEBSITE,LATITUDE,LONGITUDE,FY2016,FY2017,FY2018,FY2019,FY2020,FY2021,FY2022,normalized_postcode
1958,1958,G20 6BG,Primary school,St Charles' Primary School,http://www.st-charles-pri.glasgow.sch.uk,55.879495,-4.278073,,,,,,,,G206BG
1959,1959,PA2 6RU,Primary school,St Charles' Primary School,https://blogs.glowscotland.org.uk/re/stcharlesprimary/,55.832331,-4.418718,,,,,,,,PA26RU
1960,1960,G77 5GP,Primary school,St Clare's Primary School,https://blogs.glowscotland.org.uk/er/stclares/,55.767201,-4.307196,,,,,,,,G775GP
1961,1961,G15 8RP,Primary school,St Clare's Primary School,http://www.st-claresdrumchapel-pri.glasgow.sch.uk/,55.917153,-4.367584,,,,,,,,G158RP
1962,1962,DD2 4PQ,Primary school,St Clement's RC Primary School,http://st-clements.ea.dundeecity.sch.uk,56.474354,-3.034655,,,,,,,,DD24PQ
1963,1963,IV15 9JZ,Primary school,St Clement's School,https://stclementsblog.wordpress.com/,57.597078,-4.427174,,,,,,,,IV159JZ
1964,1964,PA19 1TN,Highschool,St Columba's High School,http://st-columbashigh.inverclyde.sch.uk/,55.954077,-4.821539,132,80,107,143,173,153,116,PA191TN
1965,1965,EH48 1NQ,Primary school,St Columba's Primary School,http://www.stcolumbasprimary.westlothian.org.uk,55.901113,-3.610569,,,,,,,,EH481NQ
1966,1966,PA34 4SB,Primary school,St Columba's Primary School,http://www.st-columbas.argyll-bute.sch.uk,56.400512,-5.469242,,,,,,,,PA344SB
1967,1967,KY11 4UN,Highschool,St Columba's R C High School,http://www.fifedirect.org.uk/StColumbasRCHS,56.070201,-3.418963,310,215,307,266,303,263,192,KY114UN
1968,1968,KY15 4AN,Primary school,St Columba's R C Primary School,http://www.fifedirect.org.uk/stcolumbasrcps,56.320095,-3.019786,,,,,,,,KY154AN
1969,1969,PH33 7DP,Primary school,St Columba's RC Primary School,https://stcolumbarc.wordpress.com/,56.838524,-5.107433,,,,,,,,PH337DP
1970,1970,DG12 6JX,Highschool,St Columba's RC School,https://www.dumgal.gov.uk/article/15514/St-Columba-s-Roman-Catholic-Primary-School,54.989994,-3.244443,132,80,107,143,173,153,116,DG126JX
1971,1971,G73 2LG,Primary school,St Columbkille's Primary School,http://www.st-columbkilles-pri.s-lanark.sch.uk/,55.825965,-4.211748,,,,,,,,G732LG
1972,1972,AB43 8YR,Primary school,St Combs School,http://www.st-combs.aberdeenshire.sch.uk/,57.657476,-1.910423,,,,,,,,AB438YR
1973,1973,G51 4AX,Primary school,St Constantine's Primary School & Nursery Class,https://twitter.com/gostconstantine?lang=en,55.859652,-4.326514,,,,,,,,G514AX
1974,1974,G43 1SY,Primary school,St Conval's Primary School,https://blogs.glowscotland.org.uk/gc/stconvalsprimaryschool/,55.826469,-4.291641,,,,,,,,G431SY
1975,1975,EH17 8EX,Primary school,St Crispin's School,https://stcrispinsedin.wordpress.com/,55.898039,-3.153461,,,,,,,,EH178EX
1976,1976,KA19 8BP,Primary school,St Cuthbert's Primary School,http://www.stcuthberts.sayr.sch.uk,55.351954,-4.696003,,,,,,,,KA198BP
1977,1977,G20 9NY,Primary school,St Cuthbert's Primary School,https://blogs.glowscotland.org.uk/gc/stcuthberts2/,55.885297,-4.269075,,,,,,,,G209NY
1978,1978,ML3 0RG,Primary school,St Cuthbert's Primary School,http://www.st-cuthberts-pri.s-lanark.sch.uk/,55.782691,-4.069877,,,,,,,,ML30RG
1979,1979,EH14 1RP,Primary school,St Cuthbert's RC Primary School,http://www.st-cuthberts.edin.sch.uk/,55.930765,-3.241378,,,,,,,,EH141RP
1980,1980,DD10 0BJ,Primary school,St Cyrus School,http://www.st-cyrus.aberdeenshire.sch.uk/,56.773433,-2.41104,,,,,,,,DD100BJ
1981,1981,ML6 7NY,Primary school,St David's Primary School,http://www.northlanarkshire.gov.uk/index.aspx?articleid=5857,55.88002,-3.932321,,,,,,,,ML67NY
1982,1982,PA5 0BB,Primary school,St David's Primary School,http://www.st-davids.renfrewshire.sch.uk/,55.82769,-4.521929,,,,,,,,PA50BB
1983,1983,EH22 2PS,Highschool,St David's RC High School,https://www.stdavidshighschool.co.uk/,55.900392,-3.045163,223,144,246,233,205,230,176,EH222PS
1984,1984,EH4 4HP,Primary school,St David's RC Primary School,http://www.st-davids.edin.sch.uk/,55.97359,-3.250801,,,,,,,,EH44HP
1985,1985,EH22 2PU,Primary school,St David's RC Primary School,http://stdavidsps.mgfl.net/,55.888072,-3.053706,,,,,,,,EH222PU
1986,1986,G31 2RZ,Primary school,St Denis' Primary School,http://www.st-denis-pri.glasgow.sch.uk/,55.859432,-4.21381,,,,,,,,G312RZ
1987,1987,ML6 8BX,Primary school,St Dominic's Primary School,http://www.northlanarkshire.gov.uk/index.aspx?articleid=5859,55.85832,-3.958262,,,,,,,,ML68BX
1988,1988,PH7 3SB,Primary school,St Dominic's RC Primary School,http://www.stdominics-primary-crieff.org.uk/,56.367859,-3.846445,,,,,,,,PH73SB
1989,1989,IV19 1ED,Primary school,St Duthus School,https://www.highland.gov.uk/directory_record/521584/st_duthus_school/category/383/special,57.813801,-4.058195,,,,,,,,IV191ED
1990,1990,ML6 9LZ,Primary school,St Edward's Primary School,http://www.northlanarkshire.gov.uk/index.aspx?articleid=5860,55.865558,-3.967608,,,,,,,,ML69LZ
1991,1991,ML3 7RQ,Primary school,St Elizabeth's Primary School,http://www.st-elizabeths-pri.s-lanark.sch.uk/,55.754883,-4.046412,,,,,,,,ML37RQ
1992,1992,G81 2BW,Primary school,St Eunan's Primary School,https://sites.google.com/ourcloud.buzz/steunansprimaryschool/home,55.913799,-4.399706,,,,,,,,G812BW
1993,1993,PA3 1LA,Primary school,St Fergus Primary School,http://www.st-fergus.renfrewshire.sch.uk/,55.848641,-4.450166,,,,,,,,PA31LA
1994,1994,DD2 3TP,Primary school,St Fergus' RC Primary School,https://www.dundeecity.gov.uk/service-area/children-and-families-service/education/st-fergus-rc-primary-school,56.488822,-3.015769,,,,,,,,DD23TP
1995,1995,AB42 3HD,Primary school,St Fergus School,http://www.st-fergus.aberdeenshire.sch.uk/,57.560348,-1.84359,,,,,,,,AB423HD
1996,1996,PA6 7EL,Primary school,St Fillan's Primary School,https://blogs.glowscotland.org.uk/re/stfillans/,55.865804,-4.548554,,,,,,,,PA67EL
1997,1997,G44 5AF,Primary school,St Fillan's Primary School & Nursery Class,http://www.st-fillans-pri.glasgow.sch.uk/,55.816884,-4.255464,,,,,,,,G445AF
1998,1998,G69 7XB,Primary school,St Francis Of Assisi Primary School,https://twitter.com/stfrancisoa,55.845089,-4.126672,,,,,,,,G697XB
1999,1999,PA14 6HX,Primary school,St Francis' Primary School,http://www.st-francis.inverclyde.sch.uk/,55.921713,-4.658134,,,,,,,,PA146HX
2000,2000,G5 0PA,Primary school,St Francis' Primary School & Nursery Class,http://www.st-francis-pri.glasgow.sch.uk,55.8459,-4.243391,,,,,,,,G50PA
2001,2001,DD4 0SX,Primary school,St Francis RC Primary School,http://stfrancis.ea.dundeecity.sch.uk/,56.489893,-2.927388,,,,,,,,DD40SX
2002,2002,EH16 4PY,Primary school,St Francis' RC Primary School,http://www.st-francis.edin.sch.uk/,55.9346,-3.127571,,,,,,,,EH164PY
2003,2003,FK2 7JS,Primary school,St Francis Xavier's RC Primary School,http://www.st-francis.falkirk.sch.uk,56.00762,-3.795039,,,,,,,,FK27JS
2004,2004,EH32 9LH,Primary school,St Gabriel's RC Primary School,http://edubuzz.org/stgabriels/,55.955326,-2.982083,,,,,,,,EH329LH
2005,2005,G52 2QJ,Primary school,St George's Primary School,https://twitter.com/stgeorgesg52?lang=en,55.850361,-4.366012,,,,,,,,G522QJ
2006,2006,IV31 6JX,Primary school,St Gerardine Primary School,http://www.st-gerardine.moray.sch.uk/,57.717628,-3.291668,,,,,,,,IV316JX
2007,2007,ML4 1LN,Primary school,St Gerard's Primary School,http://www.northlanarkshire.gov.uk/index.aspx?articleid=5863,55.82679,-4.019102,,,,,,,,ML41LN
2008,2008,G64 1EH,Primary school,St Helen's Primary School,http://www.st-helens.e-dunbarton.sch.uk,55.910094,-4.201562,,,,,,,,G641EH
2009,2009,G67 4JL,Primary school,St Helen's Primary School,http://www.northlanarkshire.gov.uk/index.aspx?articleid=5865,55.934972,-4.021384,,,,,,,,G674JL
2010,2010,G74 2AX,Primary school,St Hilary's Primary School,http://www.st-hilarys-pri.s-lanark.sch.uk/,55.758773,-4.153178,,,,,,,,G742AX
2011,2011,ML2 7EB,Primary school,St Ignatius' Primary School,http://www.northlanarkshire.gov.uk/index.aspx?articleid=5866,55.775651,-3.912609,,,,,,,,ML27EB
2012,2012,PA3 2QB,Primary school,St James's Primary School (Paisley),https://blogs.glowscotland.org.uk/re/stjamess/,55.872466,-4.399633,,,,,,,,PA32QB
2013,2013,PA4 8HL,Primary school,St James's Primary School (Renfrew),https://blogs.glowscotland.org.uk/re/stjames/,55.872466,-4.399633,,,,,,,,PA48HL
2014,2014,G32 8BZ,Primary school,St Joachim's Primary School,http://www.st-joachims-pri.glasgow.sch.uk,55.834158,-4.152153,,,,,,,,G328BZ
2015,2015,PA8 6BX,Primary school,St John Bosco Primary School,https://blogs.glowscotland.org.uk/re/stjohnboscoprimary/,55.906725,-4.466549,,,,,,,,PA86BX
2016,2016,ML3 9LA,Highschool,St John Ogilvie High School,http://www.johnogilvie.s-lanark.sch.uk/,55.779731,-4.078076,191,136,65,151,125,170,136,ML39LA
2017,2017,EH54 8NQ,Primary school,St John Ogilvie Primary School,http://www.stjohnogilvie.westlothian.org.uk,55.903879,-3.554779,,,,,,,,EH548NQ
2018,2018,KA11 1PZ,Primary school,St John Ogilvie Primary School,https://blogs.glowscotland.org.uk/na/stjohnogilvieprimary/,55.61871,-4.627723,,,,,,,,KA111PZ
2019,2019,PA1 1QR,Primary school,St John Ogilvie Primary School,http://www.st-johnogilvie.renfrewshire.sch.uk/,55.843781,-4.404973,,,,,,,,PA11QR
2020,2020,G71 5DG,Primary school,St John Paul II Primary,http://www.northlanarkshire.gov.uk/index.aspx?articleid=5800,55.825434,-4.054282,,,,,,,,G715DG
2021,2021,EH47 9JR,Primary school,St John The Baptist Primary School,http://www.stjohnthebaptist.westlothian.org.uk,55.829965,-3.705623,,,,,,,,EH479JR
2022,2022,G71 6NW,Primary school,St John The Baptist Primary School,http://www.stjohnthebaptistprimary.org.uk/a.html,55.821923,-4.073397,,,,,,,,G716NW
2023,2023,EH16 6AU,Primary school,St John Vianney RC Primary School,https://stjohnvianneyedinburgh.com/,55.91862,-3.157355,,,,,,,,EH166AU
2024,2024,KA20 4HH,Primary school,St John's Primary School,https://blogs.glowscotland.org.uk/na/stjohnsprimary/contact-us/,55.644103,-4.741826,,,,,,,,KA204HH
2025,2025,KA8 0JB,Primary school,St John's Primary School,http://blogs.glowscotland.org.uk/sa/stjohnsps/,55.465915,-4.620067,,,,,,,,KA80JB
2026,2026,G78 1AJ,Primary school,St John's Primary School,https://blogs.glowscotland.org.uk/er/StJohns/,55.807114,-4.388219,,,,,,,,G781AJ
2027,2027,PA14 5AL,Primary school,St John's Primary School,http://st-johns.inverclyde.sch.uk/,55.9351,-4.700741,,,,,,,,PA145AL
2028,2028,ML11 9SR,Primary school,St John's Primary School (Blackwood),http://www.st-johns-blackwood-pri.s-lanark.sch.uk/,55.673687,-3.924643,,,,,,,,ML119SR
2029,2029,ML3 6PZ,Primary school,St John's Primary School (Hamilton),http://st-johns-hamilton-pri.s-lanark.sch.uk/,55.773286,-4.04709,,,,,,,,ML36PZ
2030,2030,KY11 2BT,Primary school,St John's R C Primary School,http://www.fifedirect.org.uk/stjohnsrcps,56.033829,-3.421127,,,,,,,,KY112BT
2031,2031,PH1 5BF,Highschool,St John's RC Academy,http://www.st-johnsacademy.org.uk/,56.410231,-3.437928,241,205,123,118,144,204,60,PH15BF
2032,2032,PH1 5BF,Highschool,St John's RC Academy,http://www.st-johnsacademy.org.uk/,56.410231,-3.437928,241,205,123,118,144,204,60,PH15BF
2033,2033,DD3 6EY,Highschool,St John's RC High School,http://stjohnshigh.ea.dundeecity.sch.uk/,56.475377,-2.996286,177,230,207,212,300,244,272,DD36EY
2034,2034,EH15 1NE,Primary school,St John's RC Primary School,http://www.st-johns.edin.sch.uk/,55.948339,-3.124793,,,,,,,,EH151NE
2035,2035,KA3 7SL,Highschool,St Joseph's Academy,https://blogs.glowscotland.org.uk/ea/stjosephsacademy/,55.616197,-4.482783,250,236,238,171,201,171,138,KA37SL
2036,2036,DG1 4UU,Highschool,St Joseph's College,https://www.stjosephscollege.co.uk/,55.063237,-3.600435,96,134,44,34,69,69,107,DG14UU
2037,2037,G84 7LR,Primary school,St Joseph's Primary School,http://www.st-josephs.argyll-bute.sch.uk/,56.006551,-4.715819,,,,,,,,G847LR
2038,2038,G81 5EY,Primary school,St Joseph's Primary School,https://sites.google.com/ourcloud.buzz/stjosephsprimary,55.928823,-4.387395,,,,,,,,G815EY
2039,2039,G33 6AA,Primary school,St Joseph's Primary School,http://www.northlanarkshire.gov.uk/index.aspx?articleid=5867,55.888443,-4.139103,,,,,,,,G336AA
2040,2040,G4 9QX,Primary school,St Joseph's Primary School,https://twitter.com/stjosephpri?lang=en,55.872982,-4.262857,,,,,,,,G49QX
2041,2041,G72 9AS,Primary school,St Joseph's Primary School,http://www.st-josephs-pri.s-lanark.sch.uk/,55.795592,-4.09138,,,,,,,,G729AS
2042,2042,G76 8PT,Primary school,St Joseph's Primary School,http://www.ea.e-renfrew.sch.uk/st-josephs/,55.780582,-4.275534,,,,,,,,G768PT
2043,2043,PA16 7NH,Primary school,St Joseph's Primary School,http://st-josephs.inverclyde.sch.uk/,55.944254,-4.799298,,,,,,,,PA167NH
2044,2044,EH49 6HB,Primary school,St Joseph's Primary School (Linlithgow),http://www.stjosephsprimarylinlithgow.westlothian.org.uk,55.972509,-3.610507,,,,,,,,EH496HB
2045,2045,EH47 0NJ,Primary school,St Joseph's Primary School (Whitburn),http://www.stjosephsprimarywhitburn.westlothian.org.uk,55.861426,-3.695914,,,,,,,,EH470NJ
2046,2046,KY4 0DG,Primary school,St Joseph's R C Primary School,http://www.fifedirect.org.uk/stjosephsrcps,56.131766,-3.382744,,,,,,,,KY40DG
2047,2047,IV3 5DG,Primary school,St Joseph's RC Primary,https://stjosephsps.wordpress.com/,57.478161,-4.230079,,,,,,,,IV35DG
2048,2048,DD2 2AB,Primary school,St Joseph's RC Primary School,http://stjosephsprimary.ea.dundeecity.sch.uk/,56.461031,-2.996056,,,,,,,,DD22AB
2049,2049,EH11 3RQ,Primary school,St Joseph's RC Primary School,https://stjosephsrcprimaryedinburgh.wordpress.com/,55.928405,-3.273153,,,,,,,,EH113RQ
2050,2050,TD7 4AQ,Primary school,St Joseph's RC Primary School,http://www.scotborders.gov.uk/directory_record/20145/st_josephs_primary_school,55.546822,-2.838007,,,,,,,,TD74AQ
2051,2051,FK4 2AN,Primary school,St Joseph's RC Primary School,http://www.st-josephs.falkirk.sch.uk,55.995499,-3.882249,,,,,,,,FK42AN
2052,2052,AB15 4YL,Primary school,St Joseph's RC School,http://www.stjosephsprimary.aberdeen.sch.uk/,57.142421,-2.128102,,,,,,,,AB154YL
2053,2053,DG9 7AR,Primary school,St Joseph's RC School,https://www.dumgal.gov.uk/article/15515/St-Joseph-s-Roman-Catholic-Primary-School,54.899284,-5.024984,,,,,,,,DG97AR
2054,2054,G74 1PU,Primary school,St Kenneth's Primary School,http://www.st-kenneths-pri.s-lanark.sch.uk/,55.767803,-4.183822,,,,,,,,G741PU
2055,2055,KY5 8NQ,Primary school,St Kenneth's R C Primary School,http://www.fifedirect.org.uk/stkennethsrcps,56.164297,-3.332478,,,,,,,,KY58NQ
2056,2056,EH47 7LX,Highschool,St Kentigern's Academy,http://www.stkentigernsacademy.westlothian.org.uk,55.871352,-3.635101,188,97,71,69,62,112,58,EH477LX
2057,2057,G83 8FA,Primary school,St Kessog's Primary School,https://sites.google.com/a/ourcloud.buzz/saint-kessogs/home,56.000464,-4.572654,,,,,,,,G838FA
2058,2058,G69 7RS,Primary school,St Kevin's Primary School,http://www.northlanarkshire.gov.uk/index.aspx?articleid=5869,55.852978,-4.074141,,,,,,,,G697RS
2059,2059,KY11 3AL,Primary school,St Leonard's Primary School,http://www.fifedirect.org.uk/stleonardsps,56.063254,-3.450733,,,,,,,,KY113AL
2060,2060,G74 3YA,Primary school,St Leonard's Primary School,https://www.southlanarkshire.gov.uk/info/200189/our_primary_schools/1234/st_leonards_primary_school,55.773758,-4.142189,,,,,,,,G743YA
2061,2061,G75 0NF,Primary school,St Louise's Primary School,http://www.st-louises-pri.s-lanark.sch.uk/,55.750861,-4.182859,,,,,,,,G750NF
2062,2062,G67 3LQ,Primary school,St Lucy's Primary School,http://www.northlanarkshire.gov.uk/index.aspx?articleid=5871,55.960719,-3.948295,,,,,,,,G673LQ
2063,2063,G78 2SG,Highschool,St Luke's High School,http://www.ea.e-renfrew.sch.uk/stlukes/,55.789885,-4.385872,44,44,38,71,120,119,87,G782SG
2064,2064,EH22 5PB,Primary school,St Luke's Primary School,http://stlukes.mgfl.net/,55.868907,-3.040897,,,,,,,,EH225PB
2065,2065,KA13 6LF,Primary school,St Luke's Primary School,https://www.north-ayrshire.gov.uk,55.649887,-4.721835,,,,,,,,KA136LF
2066,2066,G66 7GG,Primary school,St Machan's Primary School,http://www.st-machans.e-dunbarton.sch.uk,55.977218,-4.199765,,,,,,,,G667GG
2067,2067,AB24 3YZ,Highschool,St Machar Academy,http://www.st-macharacademy.aberdeen.sch.uk/,57.166044,-2.111202,320,323,311,262,314,256,314,AB243YZ
2068,2068,PH2 7NH,Primary school,St Madoes Primary School,http://www.st-madoes.pkc.sch.uk/,56.374469,-3.301934,,,,,,,,PH27NH
2069,2069,G45 9NJ,Highschool,St Margaret Mary's Secondary School,http://www.st-margaretmarys-sec.glasgow.sch.uk,55.802965,-4.237618,335,342,321,274,311,248,315,G459NJ
2070,2070,G67 2PT,Primary school,St Margaret of Scotland Primary School,http://www.northlanarkshire.gov.uk/index.aspx?articleid=5872,55.942355,-3.98678,,,,,,,,G672PT
2071,2071,EH54 6AT,Highschool,St Margaret's Academy,http://www.stmargaretsacademy.westlothian.org.uk,55.888751,-3.522818,67,52,43,24,38,30,29,EH546AT
2072,2072,ML6 6EU,Highschool,St Margaret's High School,http://www.stmargaretshigh.org.uk/,55.870652,-3.968841,146,133,203,214,116,213,121,ML66EU
2073,2073,FK2 0XF,Primary school,St Margaret's Primary School,http://www.st-margarets.falkirk.sch.uk,55.986816,-3.723345,,,,,,,,FK20XF
2074,2074,PA5 8RY,Primary school,St Margaret's Primary School,,55.832699,-4.51968,,,,,,,,PA58RY
2075,2075,KY11 4BB,Primary school,St Margaret's R C Primary School,http://www.fifedirect.org.uk/stmargaretsrcps,56.06921,-3.44474,,,,,,,,KY114BB
2076,2076,FK7 7FE,Primary school,St Margaret's RC Primary,http://www.st-margarets.stirling.sch.uk/,56.082034,-3.872422,,,,,,,,FK77FE
2077,2077,DD10 8LL,Primary school,St Margaret's RC Primary School,http://www.st-margarets.angus.sch.uk,56.716413,-2.467911,,,,,,,,DD108LL
2078,2078,EH30 9JY,Primary school,St Margaret's RC Primary School,https://www.stmargarets-primaryschool.co.uk/,55.98756,-3.388138,,,,,,,,EH309JY
2079,2079,TD1 1DQ,Primary school,St Margaret's RC Primary School (Galashiels),https://www.scotborders.gov.uk/directory_record/20146/st_margarets_primary_school_galashiels,55.614863,-2.813644,,,,,,,,TD11DQ
2080,2080,G33 3LT,Primary school,St Maria Goretti Primary School,http://www.st-mariagoretti-pri.glasgow.sch.uk/,55.864235,-4.162047,,,,,,,,G333LT
2081,2081,KY1 2JH,Primary school,St Marie's R C Primary School,http://www.fifedirect.org.uk/stmariesrcps,56.130386,-3.149164,,,,,,,,KY12JH
2082,2082,KA12 0NS,Primary school,St Mark's Primary School,https://blogs.glowscotland.org.uk/na/stmarksirvine/,55.620974,-4.650716,,,,,,,,KA120NS
2083,2083,G78 2JA,Primary school,St Mark's Primary School,http://www.ea.e-renfrew.sch.uk/st-marks/,55.793574,-4.38798,,,,,,,,G782JA
2084,2084,ML3 8XF,Primary school,St Mark's Primary School (Hamilton),http://www.st-marks-hamilton-pri.s-lanark.sch.uk/,55.76224,-4.074452,,,,,,,,ML38XF
2085,2085,G73 4LY,Primary school,St Mark's Primary School (Rutherglen),http://www.southlanarkshire.gov.uk/info/200189/our_primary_schools/1237/st_marks_primary_school_rutherglen,55.814352,-4.207801,,,,,,,,G734LY
2086,2086,EH13 9EE,Primary school,St Mark's RC Primary School,https://stmarksrcedin.wordpress.com/,55.911336,-3.229894,,,,,,,,EH139EE
2087,2087,G53 5LW,Primary school,St Marnock's Primary School,http://www.st-marnocks-pri.glasgow.sch.uk,55.829324,-4.343273,,,,,,,,G535LW
2088,2088,G21 3NG,Primary school,St Martha's Primary School,http://www.st-marthas-pri.glasgow.sch.uk/,55.887653,-4.215721,,,,,,,,G213NG
2089,2089,G82 4QB,Primary school,St Martin's Primary School,https://sites.google.com/ourcloud.buzz/st-martinsprimaryrenton/home,55.978816,-4.580641,,,,,,,,G824QB
2090,2090,G21 1NL,Primary school,St Martin's Primary School,https://blogs.glowscotland.org.uk/gc/ststephens/,55.873235,-4.240135,,,,,,,,G211NL
2091,2091,G21 1NL,Primary school,St Martin's Primary School,https://blogs.glowscotland.org.uk/gc/ststephens/,55.873235,-4.240135,,,,,,,,G211NL
2092,2092,EH33 1HJ,Primary school,St Martin's RC Primary School,http://edubuzz.org/stmartins/,55.943653,-2.946691,,,,,,,,EH331HJ
2093,2093,FK15 0HQ,Primary school,St Mary's Episcopal Primary School,http://www.stmarysepsdunblane.org.uk/,56.189232,-3.959929,,,,,,,,FK150HQ
2094,2094,EH48 2RD,Primary school,St Mary's Primary School,http://www.stmarysprimarybathgate.westlothian.org.uk,55.900178,-3.6473,,,,,,,,EH482RD
2095,2095,EH19 3HL,Primary school,St Mary's Primary School,http://stmarys.mgfl.net/,55.869843,-3.112836,,,,,,,,EH193HL
2096,2096,KA30 9DR,Primary school,St Mary's Primary School,https://blogs.glowscotland.org.uk/na/stmaryspslargs/,55.800976,-4.854118,,,,,,,,KA309DR
2097,2097,G20 0EL,Primary school,St Mary's Primary School,https://twitter.com/stmarysmaryhill?lang=en,55.89614,-4.297891,,,,,,,,G200EL
2098,2098,PA1 2RJ,Primary school,St Mary's Primary School,https://blogs.glowscotland.org.uk/re/stmarys,55.839931,-4.44251,,,,,,,,PA12RJ
2099,2099,PA16 8PH,Primary school,St Mary's Primary School,http://st-marys.inverclyde.sch.uk/,55.952275,-4.765691,,,,,,,,PA168PH
2100,2100,G83 0UJ,Primary school,St Mary's Primary School (Alexandria),https://sites.google.com/ourcloud.buzz/stmarysalex/home,55.985955,-4.57581,,,,,,,,G830UJ
2101,2101,ML6 7QP,Primary school,St Mary's Primary School (Caldercruix),http://www.northlanarkshire.gov.uk/index.aspx?articleid=5873,55.889516,-3.884356,,,,,,,,ML67QP
2102,2102,ML1 5QX,Primary school,St Mary's Primary School (Cleland),http://www.northlanarkshire.gov.uk/index.aspx?articleid=5874,55.801042,-3.919854,,,,,,,,ML15QX
2103,2103,ML5 4BA,Primary school,St Mary's Primary School (Coatbridge),http://www.st-marys-coatbridge.n-lanark.sch.uk/,55.852705,-4.024217,,,,,,,,ML54BA
2104,2104,G67 1JB,Primary school,St Mary's Primary School (Cumbernauld),http://www.northlanarkshire.gov.uk/index.aspx?articleid=5875,55.946354,-3.997907,,,,,,,,G671JB
2105,2105,G81 6DL,Primary school,St Mary's Primary School (Duntocher),https://sites.google.com/ourcloud.buzz/saint-marys-primary-school-dun,55.924882,-4.417983,,,,,,,,G816DL
2106,2106,ML3 6JT,Primary school,St Mary's Primary School (Hamilton),http://www.st-marys-hamilton-pri.s-lanark.sch.uk/,55.777004,-4.044543,,,,,,,,ML36JT
2107,2107,ML11 7NT,Primary school,St Mary's Primary School (Lanark),http://www.st-marys-lanark-pri.s-lanark.sch.uk/,55.673305,-3.765427,,,,,,,,ML117NT
2108,2108,ML9 1AN,Primary school,St Mary's Primary School (Larkhall),http://www.stmarysprimarylarkhall.co.uk/,55.735652,-3.982216,,,,,,,,ML91AN
2109,2109,DD2 3AQ,Primary school,St Mary's RC Primary School,https://www.dundeecity.gov.uk/service-area/children-and-families-service/education/st-marys-rc-primary-school,56.471463,-3.008195,,,,,,,,DD23AQ
2110,2110,EH55 8SR,Primary school,St Mary's RC Primary School,http://www.stmarysprimarypolbeth.westlothian.org.uk,55.859885,-3.556168,,,,,,,,EH558SR
2111,2111,EH41 4DN,Primary school,St Mary's RC Primary School,http://edubuzz.org/st-marys/,55.952622,-2.78174,,,,,,,,EH414DN
2112,2112,FK7 0EH,Primary school,St Mary's RC Primary School,http://www.stmb.org.uk/,56.094878,-3.917884,,,,,,,,FK70EH
2113,2113,EH51 9QB,Primary school,St Mary's RC Primary School,http://www.st-marys.falkirk.sch.uk,56.012007,-3.601869,,,,,,,,EH519QB
2114,2114,EH7 4BW,Primary school,St Mary's RC Primary School (Edinburgh),http://saintmarys1.wix.com/st-marys,55.959637,-3.18733,,,,,,,,EH74BW
2115,2115,EH6 7JG,Primary school,St Mary's RC Primary School (Leith),http://stmarysleithps.co.uk/,55.971696,-3.159836,,,,,,,,EH67JG
2116,2116,KA21 5NT,Highschool,St Matthew's Academy,http://saintmatthewsacademy.com,55.643153,-4.788312,201,183,165,164,82,74,59,KA215NT
2117,2117,EH24 9AT,Primary school,St Matthew's Primary School,http://stmatthews.mgfl.net/,55.854618,-3.134668,,,,,,,,EH249AT
2118,2118,G64 2NP,Primary school,St Matthew's Primary School,http://www.st-matthews.e-dunbarton.sch.uk,55.909042,-4.215757,,,,,,,,G642NP
2119,2119,G68 9AG,Highschool,St Maurice's High School,http://www.st-maurices.n-lanark.sch.uk,55.942021,-4.032096,77,64,51,42,79,95,63,G689AG
2120,2120,G82 5BS,Primary school,St Michael's Primary School,https://sites.google.com/ourcloud.buzz/st-michaels-wdc/,55.948361,-4.584636,,,,,,,,G825BS
2121,2121,G69 0ER,Primary school,St Michael's Primary School,http://www.st-michaels.n-lanark.sch.uk/,55.91409,-4.079997,,,,,,,,G690ER
2122,2122,G31 4HZ,Primary school,St Michael's Primary School,http://www.st-michaels-pri.glasgow.sch.uk/,55.850159,-4.199671,,,,,,,,G314HZ
2123,2123,PA14 5SU,Primary school,St Michael's Primary School,http://st-michaels.inverclyde.sch.uk/,55.927994,-4.665852,,,,,,,,PA145SU
2124,2124,DG1 2LZ,Primary school,St Michael's School,https://www.dumgal.gov.uk/article/15516/St-Michael-s-Primary-School,55.063554,-3.603689,,,,,,,,DG12LZ
2125,2125,G44 5AP,Primary school,St Mirin's Primary School,http://www.st-mirins-pri.glasgow.sch.uk,55.815478,-4.247801,,,,,,,,G445AP
2126,2126,FK7 7WS,Highschool,St Modan's High School,http://stmodans.co.uk/,56.120037,-3.906507,194,281,119,141,203,164,191,FK77WS
2127,2127,KY10 2DH,Primary school,St Monans Primary School,http://www.fifedirect.org.uk/stmonansps,56.207028,-2.763499,,,,,,,,KY102DH
2128,2128,G22 7QX,Primary school,St Monica's (Milton) Primary School,http://www.st-monicasmilton-pri.glasgow.sch.uk,55.896404,-4.254992,,,,,,,,G227QX
2129,2129,G53 5SR,Primary school,St Monica's Primary School,http://www.st-monicas-pri.glasgow.sch.uk/,55.832052,-4.35527,,,,,,,,G535SR
2130,2130,ML5 5TJ,Primary school,St Monica's Primary School,http://www.northlanarkshire.gov.uk/index.aspx?articleid=5880,55.849502,-4.05411,,,,,,,,ML55TJ
